id, pred
1003, 6
1004, 1
1005, 1
1006, 1
1007, 4
1008, 8
1009, 1
1010, 2
1011, 0
1012, 4
1013, 9
1014, 4
1015, 7
1016, 7
1017, 6
1018, 6
1019, 0
1020, 3
1021, 6
1022, 5
1023, 6
1024, 7
1025, 8
1026, 4
1027, 3
1028, 7
1029, 0
1030, 3
1031, 7
1032, 1
1033, 8
1034, 6
1035, 6
1036, 0
1037, 7
1038, 1
1039, 9
1040, 0
1041, 4
1042, 8
1043, 2
1044, 2
1045, 2
1046, 5
1047, 7
1048, 3
1049, 5
1050, 0
1051, 2
1052, 6
1053, 0
1054, 5
1055, 0
1056, 1
1057, 8
1058, 9
1059, 3
1060, 3
1061, 7
1062, 9
1063, 3
1064, 0
1065, 0
1066, 2
1067, 5
1068, 7
1069, 5
1070, 6
1071, 2
1072, 5
1073, 9
1074, 7
1075, 8
1076, 1
1077, 1
1078, 5
1079, 1
1080, 7
1081, 4
1082, 3
1083, 7
1084, 2
1085, 0
1086, 0
1087, 0
1088, 1
1089, 9
1090, 2
1091, 4
1092, 2
1093, 6
1094, 8
1095, 2
1096, 3
1097, 0
1098, 4
1099, 2
1100, 7
1101, 3
1102, 0
1103, 8
1104, 3
1105, 6
1106, 3
1107, 8
1108, 4
1109, 3
1110, 8
1111, 7
1112, 9
1113, 0
1114, 3
1115, 8
1116, 3
1117, 0
1118, 4
1119, 9
1120, 8
1121, 8
1122, 7
1123, 6
1124, 5
1125, 1
1126, 5
1127, 7
1128, 7
1129, 1
1130, 6
1131, 8
1132, 8
1133, 2
1134, 8
1135, 0
1136, 6
1137, 0
1138, 6
1139, 7
1140, 0
1141, 6
1142, 5
1143, 6
1144, 6
1145, 5
1146, 3
1147, 8
1148, 0
1149, 7
1150, 2
1151, 9
1152, 3
1153, 1
1154, 9
1155, 1
1156, 9
1157, 3
1158, 8
1159, 8
1160, 3
1161, 3
1162, 2
1163, 4
1164, 8
1165, 1
1166, 8
1167, 1
1168, 0
1169, 9
1170, 0
1171, 1
1172, 1
1173, 1
1174, 2
1175, 7
1176, 4
1177, 9
1178, 3
1179, 2
1180, 6
1181, 0
1182, 0
1183, 4
1184, 2
1185, 6
1186, 6
1187, 6
1188, 6
1189, 7
1190, 7
1191, 0
1192, 8
1193, 1
1194, 7
1195, 2
1196, 6
1197, 5
1198, 5
1199, 4
1200, 6
1201, 8
1202, 5
1203, 2
1204, 6
1205, 7
1206, 6
1207, 8
1208, 3
1209, 5
1210, 3
1211, 7
1212, 4
1213, 5
1214, 1
1215, 3
1216, 2
1217, 1
1218, 3
1219, 5
1220, 0
1221, 8
1222, 9
1223, 1
1224, 0
1225, 2
1226, 9
1227, 1
1228, 1
1229, 3
1230, 5
1231, 2
1232, 7
1233, 0
1234, 1
1235, 0
1236, 7
1237, 3
1238, 5
1239, 7
1240, 2
1241, 1
1242, 9
1243, 7
1244, 1
1245, 3
1246, 0
1247, 7
1248, 6
1249, 2
1250, 3
1251, 3
1252, 4
1253, 2
1254, 7
1255, 0
1256, 8
1257, 0
1258, 9
1259, 1
1260, 7
1261, 9
1262, 3
1263, 7
1264, 4
1265, 8
1266, 6
1267, 5
1268, 3
1269, 1
1270, 5
1271, 4
1272, 2
1273, 3
1274, 8
1275, 1
1276, 1
1277, 4
1278, 3
1279, 5
1280, 9
1281, 7
1282, 6
1283, 4
1284, 0
1285, 0
1286, 1
1287, 7
1288, 6
1289, 7
1290, 9
1291, 1
1292, 1
1293, 1
1294, 3
1295, 2
1296, 8
1297, 8
1298, 0
1299, 6
1300, 2
1301, 0
1302, 5
1303, 6
1304, 8
1305, 2
1306, 9
1307, 8
1308, 2
1309, 9
1310, 7
1311, 8
1312, 2
1313, 6
1314, 3
1315, 9
1316, 1
1317, 7
1318, 8
1319, 2
1320, 6
1321, 1
1322, 6
1323, 4
1324, 3
1325, 2
1326, 9
1327, 1
1328, 2
1329, 9
1330, 2
1331, 7
1332, 1
1333, 8
1334, 8
1335, 8
1336, 2
1337, 8
1338, 9
1339, 9
1340, 7
1341, 9
1342, 0
1343, 4
1344, 0
1345, 1
1346, 6
1347, 1
1348, 2
1349, 9
1350, 0
1351, 7
1352, 1
1353, 6
1354, 4
1355, 2
1356, 0
1357, 4
1358, 1
1359, 0
1360, 1
1361, 2
1362, 3
1363, 6
1364, 0
1365, 9
1366, 8
1367, 0
1368, 1
1369, 1
1370, 4
1371, 3
1372, 1
1373, 5
1374, 4
1375, 7
1376, 5
1377, 9
1378, 0
1379, 3
1380, 8
1381, 9
1382, 2
1383, 4
1384, 1
1385, 9
1386, 7
1387, 2
1388, 9
1389, 4
1390, 7
1391, 0
1392, 9
1393, 8
1394, 2
1395, 9
1396, 6
1397, 2
1398, 5
1399, 2
1400, 5
1401, 6
1402, 3
1403, 8
1404, 8
1405, 5
1406, 9
1407, 9
1408, 5
1409, 4
1410, 0
1411, 3
1412, 5
1413, 0
1414, 3
1415, 0
1416, 1
1417, 9
1418, 2
1419, 0
1420, 0
1421, 0
1422, 8
1423, 2
1424, 5
1425, 6
1426, 9
1427, 9
1428, 9
1429, 9
1430, 8
1431, 7
1432, 6
1433, 5
1434, 0
1435, 4
1436, 7
1437, 8
1438, 8
1439, 9
1440, 0
1441, 0
1442, 1
1443, 0
1444, 1
1445, 9
1446, 8
1447, 7
1448, 3
1449, 7
1450, 8
1451, 9
1452, 1
1453, 8
1454, 0
1455, 3
1456, 6
1457, 5
1458, 1
1459, 0
1460, 4
1461, 0
1462, 1
1463, 9
1464, 4
1465, 7
1466, 3
1467, 4
1468, 9
1469, 5
1470, 5
1471, 0
1472, 5
1473, 5
1474, 5
1475, 0
1476, 5
1477, 7
1478, 8
1479, 1
1480, 8
1481, 7
1482, 5
1483, 4
1484, 1
1485, 1
1486, 1
1487, 5
1488, 6
1489, 9
1490, 1
1491, 7
1492, 5
1493, 6
1494, 9
1495, 6
1496, 5
1497, 9
1498, 0
1499, 5
1500, 2
1501, 0
1502, 8
1503, 0
1504, 5
1505, 4
1506, 2
1507, 1
1508, 5
1509, 5
1510, 5
1511, 6
1512, 7
1513, 8
1514, 9
1515, 9
1516, 7
1517, 7
1518, 9
1519, 2
1520, 9
1521, 7
1522, 0
1523, 9
1524, 5
1525, 3
1526, 7
1527, 8
1528, 2
1529, 4
1530, 2
1531, 9
1532, 3
1533, 6
1534, 6
1535, 3
1536, 8
1537, 6
1538, 8
1539, 6
1540, 9
1541, 9
1542, 5
1543, 8
1544, 8
1545, 6
1546, 6
1547, 8
1548, 5
1549, 6
1550, 9
1551, 8
1552, 4
1553, 3
1554, 5
1555, 1
1556, 8
1557, 6
1558, 8
1559, 8
1560, 3
1561, 3
1562, 4
1563, 5
1564, 6
1565, 0
1566, 7
1567, 2
1568, 0
1569, 9
1570, 6
1571, 3
1572, 0
1573, 7
1574, 2
1575, 4
1576, 7
1577, 3
1578, 2
1579, 8
1580, 4
1581, 3
1582, 7
1583, 0
1584, 3
1585, 2
1586, 9
1587, 5
1588, 0
1589, 5
1590, 1
1591, 2
1592, 6
1593, 1
1594, 1
1595, 7
1596, 7
1597, 3
1598, 6
1599, 9
1600, 8
1601, 0
1602, 6
1603, 6
1604, 6
1605, 6
1606, 1
1607, 2
1608, 1
1609, 7
1610, 1
1611, 7
1612, 2
1613, 1
1614, 9
1615, 3
1616, 6
1617, 2
1618, 0
1619, 3
1620, 1
1621, 4
1622, 3
1623, 8
1624, 6
1625, 3
1626, 6
1627, 3
1628, 8
1629, 4
1630, 2
1631, 5
1632, 8
1633, 9
1634, 9
1635, 1
1636, 1
1637, 5
1638, 2
1639, 6
1640, 2
1641, 3
1642, 7
1643, 0
1644, 1
1645, 7
1646, 1
1647, 1
1648, 1
1649, 8
1650, 2
1651, 3
1652, 8
1653, 1
1654, 0
1655, 2
1656, 7
1657, 3
1658, 8
1659, 4
1660, 5
1661, 3
1662, 0
1663, 0
1664, 0
1665, 8
1666, 9
1667, 7
1668, 0
1669, 6
1670, 4
1671, 0
1672, 6
1673, 6
1674, 7
1675, 0
1676, 2
1677, 1
1678, 8
1679, 3
1680, 5
1681, 4
1682, 6
1683, 8
1684, 2
1685, 1
1686, 7
1687, 8
1688, 5
1689, 8
1690, 8
1691, 2
1692, 4
1693, 2
1694, 3
1695, 0
1696, 9
1697, 8
1698, 6
1699, 3
1700, 3
1701, 0
1702, 8
1703, 3
1704, 0
1705, 0
1706, 3
1707, 3
1708, 1
1709, 1
1710, 3
1711, 0
1712, 4
1713, 2
1714, 1
1715, 0
1716, 2
1717, 0
1718, 9
1719, 4
1720, 2
1721, 4
1722, 1
1723, 4
1724, 2
1725, 6
1726, 3
1727, 0
1728, 6
1729, 0
1730, 3
1731, 5
1732, 0
1733, 1
1734, 4
1735, 0
1736, 0
1737, 2
1738, 4
1739, 1
1740, 8
1741, 0
1742, 9
1743, 6
1744, 8
1745, 6
1746, 0
1747, 2
1748, 4
1749, 6
1750, 9
1751, 1
1752, 4
1753, 9
1754, 9
1755, 7
1756, 7
1757, 4
1758, 3
1759, 1
1760, 4
1761, 9
1762, 7
1763, 6
1764, 4
1765, 6
1766, 9
1767, 0
1768, 0
1769, 0
1770, 9
1771, 9
1772, 6
1773, 8
1774, 6
1775, 7
1776, 7
1777, 9
1778, 9
1779, 0
1780, 5
1781, 6
1782, 4
1783, 4
1784, 7
1785, 0
1786, 1
1787, 7
1788, 1
1789, 3
1790, 9
1791, 2
1792, 6
1793, 6
1794, 9
1795, 2
1796, 9
1797, 2
1798, 7
1799, 0
1800, 4
1801, 2
1802, 3
1803, 5
1804, 8
1805, 1
1806, 9
1807, 6
1808, 1
1809, 4
1810, 4
1811, 8
1812, 5
1813, 1
1814, 6
1815, 6
1816, 0
1817, 9
1818, 1
1819, 9
1820, 1
1821, 0
1822, 4
1823, 0
1824, 5
1825, 7
1826, 9
1827, 3
1828, 5
1829, 4
1830, 5
1831, 6
1832, 1
1833, 7
1834, 0
1835, 7
1836, 6
1837, 1
1838, 7
1839, 0
1840, 1
1841, 2
1842, 7
1843, 9
1844, 3
1845, 1
1846, 4
1847, 1
1848, 8
1849, 7
1850, 0
1851, 5
1852, 4
1853, 3
1854, 2
1855, 9
1856, 0
1857, 1
1858, 4
1859, 9
1860, 4
1861, 0
1862, 9
1863, 0
1864, 2
1865, 6
1866, 7
1867, 1
1868, 0
1869, 2
1870, 6
1871, 8
1872, 3
1873, 8
1874, 3
1875, 7
1876, 2
1877, 1
1878, 3
1879, 9
1880, 5
1881, 2
1882, 6
1883, 6
1884, 3
1885, 6
1886, 3
1887, 4
1888, 9
1889, 0
1890, 5
1891, 1
1892, 5
1893, 5
1894, 3
1895, 9
1896, 8
1897, 3
1898, 5
1899, 4
1900, 5
1901, 6
1902, 8
1903, 8
1904, 3
1905, 3
1906, 6
1907, 9
1908, 5
1909, 2
1910, 2
1911, 8
1912, 8
1913, 2
1914, 2
1915, 6
1916, 1
1917, 4
1918, 5
1919, 9
1920, 0
1921, 7
1922, 0
1923, 8
1924, 7
1925, 7
1926, 9
1927, 5
1928, 3
1929, 8
1930, 8
1931, 1
1932, 9
1933, 2
1934, 0
1935, 6
1936, 3
1937, 5
1938, 8
1939, 8
1940, 6
1941, 8
1942, 6
1943, 2
1944, 0
1945, 6
1946, 1
1947, 0
1948, 3
1949, 9
1950, 9
1951, 2
1952, 3
1953, 0
1954, 3
1955, 7
1956, 3
1957, 6
1958, 1
1959, 5
1960, 9
1961, 3
1962, 3
1963, 3
1964, 8
1965, 0
1966, 1
1967, 2
1968, 3
1969, 8
1970, 7
1971, 2
1972, 3
1973, 7
1974, 0
1975, 3
1976, 2
1977, 8
1978, 4
1979, 8
1980, 3
1981, 0
1982, 8
1983, 5
1984, 3
1985, 6
1986, 2
1987, 5
1988, 8
1989, 9
1990, 4
1991, 5
1992, 7
1993, 9
1994, 3
1995, 4
1996, 4
1997, 6
1998, 6
1999, 9
